id,category_id,dept_id,value,period,create_time
9229,5,101,55.5,202401,2026-02-21 17:35:39
9230,6,102,57.0,202502,2026-02-21 17:35:39
9231,7,103,58.5,202103,2026-02-21 17:35:39
9232,8,104,60.0,202204,2026-02-21 17:35:39
9233,1,101,58.0,202305,2026-02-21 17:35:39
9234,2,102,59.5,202406,2026-02-21 17:35:39
9235,3,103,61.0,202507,2026-02-21 17:35:39
9236,4,104,62.5,202108,2026-02-21 17:35:39
9237,5,101,64.0,202209,2026-02-21 17:35:39
9238,6,102,65.5,202310,2026-02-21 17:35:39
9239,7,103,67.0,202411,2026-02-21 17:35:39
9240,8,104,65.0,202512,2026-02-21 17:35:39
9241,1,101,66.5,202101,2026-02-21 17:35:39
9242,2,102,68.0,202202,2026-02-21 17:35:39
9243,3,103,69.5,202303,2026-02-21 17:35:39
9244,4,104,71.0,202404,2026-02-21 17:35:39
9245,5,101,72.5,202505,2026-02-21 17:35:39
9246,6,102,74.0,202106,2026-02-21 17:35:39
9247,7,103,72.0,202207,2026-02-21 17:35:39
9248,8,104,73.5,202308,2026-02-21 17:35:39
9249,1,101,75.0,202409,2026-02-21 17:35:39
9250,2,102,76.5,202510,2026-02-21 17:35:39
9251,3,103,78.0,202111,2026-02-21 17:35:39
9252,4,104,79.5,202212,2026-02-21 17:35:39
9253,5,101,81.0,202301,2026-02-21 17:35:39
9254,6,102,79.0,202402,2026-02-21 17:35:39
9255,7,103,80.5,202503,2026-02-21 17:35:39
9256,8,104,82.0,202104,2026-02-21 17:35:39
9257,1,101,83.5,202205,2026-02-21 17:35:39
9258,2,102,85.0,202306,2026-02-21 17:35:39
9259,3,103,86.5,202407,2026-02-21 17:35:39
9260,4,104,88.0,202508,2026-02-21 17:35:39
9261,5,101,86.0,202109,2026-02-21 17:35:39
9262,6,102,87.5,202210,2026-02-21 17:35:39
9263,7,103,89.0,202311,2026-02-21 17:35:39
9264,8,104,90.5,202412,2026-02-21 17:35:39
9265,1,101,92.0,202501,2026-02-21 17:35:39
9266,2,102,93.5,202102,2026-02-21 17:35:39
9267,3,103,95.0,202203,2026-02-21 17:35:39
9268,4,104,93.0,202304,2026-02-21 17:35:39
9269,5,101,94.5,202405,2026-02-21 17:35:39
9270,6,102,51.0,202506,2026-02-21 17:35:39
9271,7,103,52.5,202107,2026-02-21 17:35:39
9272,8,104,54.0,202208,2026-02-21 17:35:39
9273,1,101,55.5,202309,2026-02-21 17:35:39
9274,2,102,57.0,202410,2026-02-21 17:35:39
9275,3,103,55.0,202511,2026-02-21 17:35:39
9276,4,104,56.5,202112,2026-02-21 17:35:39
9277,5,101,58.0,202201,2026-02-21 17:35:39
9278,6,102,59.5,202302,2026-02-21 17:35:39
9279,7,103,61.0,202403,2026-02-21 17:35:39
9280,8,104,62.5,202504,2026-02-21 17:35:39
9281,1,101,64.0,202105,2026-02-21 17:35:39
9282,2,102,62.0,202206,2026-02-21 17:35:39
9283,3,103,63.5,202307,2026-02-21 17:35:39
9284,4,104,65.0,202408,2026-02-21 17:35:39
9285,5,101,66.5,202509,2026-02-21 17:35:39
9286,6,102,68.0,202110,2026-02-21 17:35:39
9287,7,103,69.5,202211,2026-02-21 17:35:39
9288,8,104,71.0,202312,2026-02-21 17:35:39
9289,1,101,69.0,202401,2026-02-21 17:35:39
9290,2,102,70.5,202502,2026-02-21 17:35:39
9291,3,103,72.0,202103,2026-02-21 17:35:39
9292,4,104,73.5,202204,2026-02-21 17:35:39
9293,5,101,75.0,202305,2026-02-21 17:35:39
9294,6,102,76.5,202406,2026-02-21 17:35:39
9295,7,103,78.0,202507,2026-02-21 17:35:39
9296,8,104,76.0,202108,2026-02-21 17:35:39
9297,1,101,77.5,202209,2026-02-21 17:35:39
9298,2,102,79.0,202310,2026-02-21 17:35:39
9299,3,103,80.5,202411,2026-02-21 17:35:39
9300,4,104,82.0,202512,2026-02-21 17:35:39
9301,5,101,83.5,202101,2026-02-21 17:35:39
9302,6,102,85.0,202202,2026-02-21 17:35:39
9303,7,103,83.0,202303,2026-02-21 17:35:39
9304,8,104,84.5,202404,2026-02-21 17:35:39
9305,1,101,86.0,202505,2026-02-21 17:35:39
9306,2,102,87.5,202106,2026-02-21 17:35:39
9307,3,103,89.0,202207,2026-02-21 17:35:39
9308,4,104,90.5,202308,2026-02-21 17:35:39
9309,5,101,92.0,202409,2026-02-21 17:35:39
9310,6,102,90.0,202510,2026-02-21 17:35:39
9311,7,103,91.5,202111,2026-02-21 17:35:39
9312,8,104,93.0,202212,2026-02-21 17:35:39
9313,1,101,94.5,202301,2026-02-21 17:35:39
9314,2,102,96.0,202402,2026-02-21 17:35:39
9315,3,103,52.5,202503,2026-02-21 17:35:39
9316,4,104,54.0,202104,2026-02-21 17:35:39
9317,5,101,52.0,202205,2026-02-21 17:35:39
9318,6,102,53.5,202306,2026-02-21 17:35:39
9319,7,103,55.0,202407,2026-02-21 17:35:39
9320,8,104,56.5,202508,2026-02-21 17:35:39
9321,1,101,58.0,202109,2026-02-21 17:35:39
9322,2,102,59.5,202210,2026-02-21 17:35:39
9323,3,103,61.0,202311,2026-02-21 17:35:39
9324,4,104,59.0,202412,2026-02-21 17:35:39
9325,5,101,60.5,202501,2026-02-21 17:35:39
9326,6,102,62.0,202102,2026-02-21 17:35:39
9327,7,103,63.5,202203,2026-02-21 17:35:39
9328,8,104,65.0,202304,2026-02-21 17:35:39
9329,1,101,66.5,202405,2026-02-21 17:35:39
9330,2,102,68.0,202506,2026-02-21 17:35:39
9331,3,103,66.0,202107,2026-02-21 17:35:39
9332,4,104,67.5,202208,2026-02-21 17:35:39
9333,5,101,69.0,202309,2026-02-21 17:35:39
9334,6,102,70.5,202410,2026-02-21 17:35:39
9335,7,103,72.0,202511,2026-02-21 17:35:39
9336,8,104,73.5,202112,2026-02-21 17:35:39
9337,1,101,75.0,202201,2026-02-21 17:35:39
9338,2,102,73.0,202302,2026-02-21 17:35:39
9339,3,103,74.5,202403,2026-02-21 17:35:39
9340,4,104,76.0,202504,2026-02-21 17:35:39
9341,5,101,77.5,202105,2026-02-21 17:35:39
9342,6,102,79.0,202206,2026-02-21 17:35:39
9343,7,103,80.5,202307,2026-02-21 17:35:39
9344,8,104,82.0,202408,2026-02-21 17:35:39
9345,1,101,80.0,202509,2026-02-21 17:35:39
9346,2,102,81.5,202110,2026-02-21 17:35:39
9347,3,103,83.0,202211,2026-02-21 17:35:39
9348,4,104,84.5,202312,2026-02-21 17:35:39
9349,5,101,86.0,202401,2026-02-21 17:35:39
9350,6,102,87.5,202502,2026-02-21 17:35:39
9351,7,103,89.0,202103,2026-02-21 17:35:39
9352,8,104,87.0,202204,2026-02-21 17:35:39
9353,1,101,88.5,202305,2026-02-21 17:35:39
9354,2,102,90.0,202406,2026-02-21 17:35:39
9355,3,103,91.5,202507,2026-02-21 17:35:39
9356,4,104,93.0,202108,2026-02-21 17:35:39
9357,5,101,94.5,202209,2026-02-21 17:35:39
9358,6,102,96.0,202310,2026-02-21 17:35:39
9359,7,103,94.0,202411,2026-02-21 17:35:39
9360,8,104,50.5,202512,2026-02-21 17:35:39
9361,1,101,52.0,202101,2026-02-21 17:35:39
9362,2,102,53.5,202202,2026-02-21 17:35:39
9363,3,103,55.0,202303,2026-02-21 17:35:39
9364,4,104,56.5,202404,2026-02-21 17:35:39
9365,5,101,58.0,202505,2026-02-21 17:35:39
9366,6,102,56.0,202106,2026-02-21 17:35:39
9367,7,103,57.5,202207,2026-02-21 17:35:39
9368,8,104,59.0,202308,2026-02-21 17:35:39
9369,1,101,60.5,202409,2026-02-21 17:35:39
9370,2,102,62.0,202510,2026-02-21 17:35:39
9371,3,103,63.5,202111,2026-02-21 17:35:39
9372,4,104,65.0,202212,2026-02-21 17:35:39
9373,5,101,63.0,202301,2026-02-21 17:35:39
9374,6,102,64.5,202402,2026-02-21 17:35:39
9375,7,103,66.0,202503,2026-02-21 17:35:39
9376,8,104,67.5,202104,2026-02-21 17:35:39
9377,1,101,69.0,202205,2026-02-21 17:35:39
9378,2,102,70.5,202306,2026-02-21 17:35:39
9379,3,103,72.0,202407,2026-02-21 17:35:39
9380,4,104,70.0,202508,2026-02-21 17:35:39
9381,5,101,71.5,202109,2026-02-21 17:35:39
9382,6,102,73.0,202210,2026-02-21 17:35:39
9383,7,103,74.5,202311,2026-02-21 17:35:39
9384,8,104,76.0,202412,2026-02-21 17:35:39
9385,1,101,77.5,202501,2026-02-21 17:35:39
9386,2,102,79.0,202102,2026-02-21 17:35:39
9387,3,103,77.0,202203,2026-02-21 17:35:39
9388,4,104,78.5,202304,2026-02-21 17:35:39
9389,5,101,80.0,202405,2026-02-21 17:35:39
9390,6,102,81.5,202506,2026-02-21 17:35:39
9391,7,103,83.0,202107,2026-02-21 17:35:39
9392,8,104,84.5,202208,2026-02-21 17:35:39
9393,1,101,86.0,202309,2026-02-21 17:35:39
9394,2,102,84.0,202410,2026-02-21 17:35:39
9395,3,103,85.5,202511,2026-02-21 17:35:39
9396,4,104,87.0,202112,2026-02-21 17:35:39
9397,5,101,88.5,202201,2026-02-21 17:35:39
9398,6,102,90.0,202302,2026-02-21 17:35:39
9399,7,103,91.5,202403,2026-02-21 17:35:39
9400,8,104,93.0,202504,2026-02-21 17:35:39
9401,1,101,91.0,202105,2026-02-21 17:35:39
9402,2,102,92.5,202206,2026-02-21 17:35:39
9403,3,103,94.0,202307,2026-02-21 17:35:39
9404,4,104,95.5,202408,2026-02-21 17:35:39
9405,5,101,52.0,202509,2026-02-21 17:35:39
9406,6,102,53.5,202110,2026-02-21 17:35:39
9407,7,103,55.0,202211,2026-02-21 17:35:39
9408,8,104,53.0,202312,2026-02-21 17:35:39
9409,1,101,54.5,202401,2026-02-21 17:35:39
9410,2,102,56.0,202502,2026-02-21 17:35:39
9411,3,103,57.5,202103,2026-02-21 17:35:39
9412,4,104,59.0,202204,2026-02-21 17:35:39
9413,5,101,60.5,202305,2026-02-21 17:35:39
9414,6,102,62.0,202406,2026-02-21 17:35:39
9415,7,103,60.0,202507,2026-02-21 17:35:39
9416,8,104,61.5,202108,2026-02-21 17:35:39
9417,1,101,63.0,202209,2026-02-21 17:35:39
9418,2,102,64.5,202310,2026-02-21 17:35:39
9419,3,103,66.0,202411,2026-02-21 17:35:39
9420,4,104,67.5,202512,2026-02-21 17:35:39
9421,5,101,69.0,202101,2026-02-21 17:35:39
9422,6,102,67.0,202202,2026-02-21 17:35:39
9423,7,103,68.5,202303,2026-02-21 17:35:39
9424,8,104,70.0,202404,2026-02-21 17:35:39
9425,1,101,71.5,202505,2026-02-21 17:35:39
9426,2,102,73.0,202106,2026-02-21 17:35:39
9427,3,103,74.5,202207,2026-02-21 17:35:39
9428,4,104,76.0,202308,2026-02-21 17:35:39
9429,5,101,74.0,202409,2026-02-21 17:35:39
9430,6,102,75.5,202510,2026-02-21 17:35:39
9431,7,103,77.0,202111,2026-02-21 17:35:39
9432,8,104,78.5,202212,2026-02-21 17:35:39
9433,1,101,80.0,202301,2026-02-21 17:35:39
9434,2,102,81.5,202402,2026-02-21 17:35:39
9435,3,103,83.0,202503,2026-02-21 17:35:39
9436,4,104,81.0,202104,2026-02-21 17:35:39
9437,5,101,82.5,202205,2026-02-21 17:35:39
9438,6,102,84.0,202306,2026-02-21 17:35:39
9439,7,103,85.5,202407,2026-02-21 17:35:39
9440,8,104,87.0,202508,2026-02-21 17:35:39
9441,1,101,88.5,202109,2026-02-21 17:35:39
9442,2,102,90.0,202210,2026-02-21 17:35:39
9443,3,103,88.0,202311,2026-02-21 17:35:39
9444,4,104,89.5,202412,2026-02-21 17:35:39
9445,5,101,91.0,202501,2026-02-21 17:35:39
9446,6,102,92.5,202102,2026-02-21 17:35:39
9447,7,103,94.0,202203,2026-02-21 17:35:39
9448,8,104,95.5,202304,2026-02-21 17:35:39
9449,1,101,97.0,202405,2026-02-21 17:35:39
9450,2,102,50.0,202506,2026-02-21 17:35:39
9451,3,103,51.5,202107,2026-02-21 17:35:39
9452,4,104,53.0,202208,2026-02-21 17:35:39
9453,5,101,54.5,202309,2026-02-21 17:35:39
9454,6,102,56.0,202410,2026-02-21 17:35:39
9455,7,103,57.5,202511,2026-02-21 17:35:39
9456,8,104,59.0,202112,2026-02-21 17:35:39
9457,1,101,57.0,202201,2026-02-21 17:35:39
9458,2,102,58.5,202302,2026-02-21 17:35:39
9459,3,103,60.0,202403,2026-02-21 17:35:39
9460,4,104,61.5,202504,2026-02-21 17:35:39
9461,5,101,63.0,202105,2026-02-21 17:35:39
9462,6,102,64.5,202206,2026-02-21 17:35:39
9463,7,103,66.0,202307,2026-02-21 17:35:39
9464,8,104,64.0,202408,2026-02-21 17:35:39
9465,1,101,65.5,202509,2026-02-21 17:35:39
9466,2,102,67.0,202110,2026-02-21 17:35:39
9467,3,103,68.5,202211,2026-02-21 17:35:39
9468,4,104,70.0,202312,2026-02-21 17:35:39
9469,5,101,71.5,202401,2026-02-21 17:35:39
9470,6,102,73.0,202502,2026-02-21 17:35:39
9471,7,103,71.0,202103,2026-02-21 17:35:39
9472,8,104,72.5,202204,2026-02-21 17:35:39
9473,1,101,74.0,202305,2026-02-21 17:35:39
9474,2,102,75.5,202406,2026-02-21 17:35:39
9475,3,103,77.0,202507,2026-02-21 17:35:39
9476,4,104,78.5,202108,2026-02-21 17:35:39
9477,5,101,80.0,202209,2026-02-21 17:35:39
9478,6,102,78.0,202310,2026-02-21 17:35:39
9479,7,103,79.5,202411,2026-02-21 17:35:39
9480,8,104,81.0,202512,2026-02-21 17:35:39
9481,1,101,82.5,202101,2026-02-21 17:35:39
9482,2,102,84.0,202202,2026-02-21 17:35:39
9483,3,103,85.5,202303,2026-02-21 17:35:39
9484,4,104,87.0,202404,2026-02-21 17:35:39
9485,5,101,85.0,202505,2026-02-21 17:35:39
9486,6,102,86.5,202106,2026-02-21 17:35:39
9487,7,103,88.0,202207,2026-02-21 17:35:39
9488,8,104,89.5,202308,2026-02-21 17:35:39
9489,1,101,91.0,202409,2026-02-21 17:35:39
9490,2,102,92.5,202510,2026-02-21 17:35:39
9491,3,103,94.0,202111,2026-02-21 17:35:39
9492,4,104,92.0,202212,2026-02-21 17:35:39
9493,5,101,93.5,202301,2026-02-21 17:35:39
9494,6,102,95.0,202402,2026-02-21 17:35:39
9495,7,103,51.5,202503,2026-02-21 17:35:39
9496,8,104,53.0,202104,2026-02-21 17:35:39
9497,1,101,54.5,202205,2026-02-21 17:35:39
9498,2,102,56.0,202306,2026-02-21 17:35:39
9499,3,103,54.0,202407,2026-02-21 17:35:39
9500,4,104,55.5,202508,2026-02-21 17:35:39
9501,5,101,57.0,202109,2026-02-21 17:35:39
9502,6,102,58.5,202210,2026-02-21 17:35:39
9503,7,103,60.0,202311,2026-02-21 17:35:39
9504,8,104,61.5,202412,2026-02-21 17:35:39
9505,1,101,63.0,202501,2026-02-21 17:35:39
9506,2,102,61.0,202102,2026-02-21 17:35:39
9507,3,103,62.5,202203,2026-02-21 17:35:39
9508,4,104,64.0,202304,2026-02-21 17:35:39
9509,5,101,65.5,202405,2026-02-21 17:35:39
9510,6,102,67.0,202506,2026-02-21 17:35:39
9511,7,103,68.5,202107,2026-02-21 17:35:39
9512,8,104,70.0,202208,2026-02-21 17:35:39
9513,1,101,68.0,202309,2026-02-21 17:35:39
9514,2,102,69.5,202410,2026-02-21 17:35:39
9515,3,103,71.0,202511,2026-02-21 17:35:39
9516,4,104,72.5,202112,2026-02-21 17:35:39
9517,5,101,74.0,202201,2026-02-21 17:35:39
9518,6,102,75.5,202302,2026-02-21 17:35:39
9519,7,103,77.0,202403,2026-02-21 17:35:39
9520,8,104,75.0,202504,2026-02-21 17:35:39
9521,1,101,76.5,202105,2026-02-21 17:35:39
9522,2,102,78.0,202206,2026-02-21 17:35:39
9523,3,103,79.5,202307,2026-02-21 17:35:39
9524,4,104,81.0,202408,2026-02-21 17:35:39
9525,5,101,82.5,202509,2026-02-21 17:35:39
9526,6,102,84.0,202110,2026-02-21 17:35:39
9527,7,103,82.0,202211,2026-02-21 17:35:39
9528,8,104,83.5,202312,2026-02-21 17:35:39
9529,1,101,85.0,202401,2026-02-21 17:35:39
9530,2,102,86.5,202502,2026-02-21 17:35:39
9531,3,103,88.0,202103,2026-02-21 17:35:39
9532,4,104,89.5,202204,2026-02-21 17:35:39
9533,5,101,91.0,202305,2026-02-21 17:35:39
9534,6,102,89.0,202406,2026-02-21 17:35:39
9535,7,103,90.5,202507,2026-02-21 17:35:39
9536,8,104,92.0,202108,2026-02-21 17:35:39
9537,1,101,93.5,202209,2026-02-21 17:35:39
9538,2,102,95.0,202310,2026-02-21 17:35:39
9539,3,103,96.5,202411,2026-02-21 17:35:39
9540,4,104,53.0,202512,2026-02-21 17:35:39
9541,5,101,51.0,202101,2026-02-21 17:35:39
9542,6,102,52.5,202202,2026-02-21 17:35:39
9543,7,103,54.0,202303,2026-02-21 17:35:39
9544,8,104,55.5,202404,2026-02-21 17:35:39
9545,1,101,57.0,202505,2026-02-21 17:35:39
9546,2,102,58.5,202106,2026-02-21 17:35:39
9547,3,103,60.0,202207,2026-02-21 17:35:39
9548,4,104,58.0,202308,2026-02-21 17:35:39
9549,5,101,59.5,202409,2026-02-21 17:35:39
9550,6,102,61.0,202510,2026-02-21 17:35:39
9551,7,103,62.5,202111,2026-02-21 17:35:39
9552,8,104,64.0,202212,2026-02-21 17:35:39
9553,1,101,65.5,202301,2026-02-21 17:35:39
9554,2,102,67.0,202402,2026-02-21 17:35:39
9555,3,103,65.0,202503,2026-02-21 17:35:39
9556,4,104,66.5,202104,2026-02-21 17:35:39
9557,5,101,68.0,202205,2026-02-21 17:35:39
9558,6,102,69.5,202306,2026-02-21 17:35:39
9559,7,103,71.0,202407,2026-02-21 17:35:39
9560,8,104,72.5,202508,2026-02-21 17:35:39
9561,1,101,74.0,202109,2026-02-21 17:35:39
9562,2,102,72.0,202210,2026-02-21 17:35:39
9563,3,103,73.5,202311,2026-02-21 17:35:39
9564,4,104,75.0,202412,2026-02-21 17:35:39
9565,5,101,76.5,202501,2026-02-21 17:35:39
9566,6,102,78.0,202102,2026-02-21 17:35:39
9567,7,103,79.5,202203,2026-02-21 17:35:39
9568,8,104,81.0,202304,2026-02-21 17:35:39
9569,1,101,79.0,202405,2026-02-21 17:35:39
9570,2,102,80.5,202506,2026-02-21 17:35:39
9571,3,103,82.0,202107,2026-02-21 17:35:39
9572,4,104,83.5,202208,2026-02-21 17:35:39
9573,5,101,85.0,202309,2026-02-21 17:35:39
9574,6,102,86.5,202410,2026-02-21 17:35:39
9575,7,103,88.0,202511,2026-02-21 17:35:39
9576,8,104,86.0,202112,2026-02-21 17:35:39
9577,1,101,87.5,202201,2026-02-21 17:35:39
9578,2,102,89.0,202302,2026-02-21 17:35:39
9579,3,103,90.5,202403,2026-02-21 17:35:39
9580,4,104,92.0,202504,2026-02-21 17:35:39
9581,5,101,93.5,202105,2026-02-21 17:35:39
9582,6,102,95.0,202206,2026-02-21 17:35:39
9583,7,103,93.0,202307,2026-02-21 17:35:39
9584,8,104,94.5,202408,2026-02-21 17:35:39
9585,1,101,51.0,202509,2026-02-21 17:35:39
9586,2,102,52.5,202110,2026-02-21 17:35:39
9587,3,103,54.0,202211,2026-02-21 17:35:39
9588,4,104,55.5,202312,2026-02-21 17:35:39
9589,5,101,57.0,202401,2026-02-21 17:35:39
9590,6,102,55.0,202502,2026-02-21 17:35:39
9591,7,103,56.5,202103,2026-02-21 17:35:39
9592,8,104,58.0,202204,2026-02-21 17:35:39
9593,1,101,59.5,202305,2026-02-21 17:35:39
9594,2,102,61.0,202406,2026-02-21 17:35:39
9595,3,103,62.5,202507,2026-02-21 17:35:39
9596,4,104,64.0,202108,2026-02-21 17:35:39
9597,5,101,62.0,202209,2026-02-21 17:35:39
9598,6,102,63.5,202310,2026-02-21 17:35:39
9599,7,103,65.0,202411,2026-02-21 17:35:39
9600,8,104,66.5,202512,2026-02-21 17:35:39
9601,1,101,68.0,202101,2026-02-21 17:35:39
9602,2,102,69.5,202202,2026-02-21 17:35:39
9603,3,103,71.0,202303,2026-02-21 17:35:39
9604,4,104,69.0,202404,2026-02-21 17:35:39
9605,5,101,70.5,202505,2026-02-21 17:35:39
9606,6,102,72.0,202106,2026-02-21 17:35:39
9607,7,103,73.5,202207,2026-02-21 17:35:39
9608,8,104,75.0,202308,2026-02-21 17:35:39
9609,1,101,76.5,202409,2026-02-21 17:35:39
9610,2,102,78.0,202510,2026-02-21 17:35:39
9611,3,103,76.0,202111,2026-02-21 17:35:39
9612,4,104,77.5,202212,2026-02-21 17:35:39
9613,5,101,79.0,202301,2026-02-21 17:35:39
9614,6,102,80.5,202402,2026-02-21 17:35:39
9615,7,103,82.0,202503,2026-02-21 17:35:39
9616,8,104,83.5,202104,2026-02-21 17:35:39
9617,1,101,85.0,202205,2026-02-21 17:35:39
9618,2,102,83.0,202306,2026-02-21 17:35:39
9619,3,103,84.5,202407,2026-02-21 17:35:39
9620,4,104,86.0,202508,2026-02-21 17:35:39
9621,5,101,87.5,202109,2026-02-21 17:35:39
9622,6,102,89.0,202210,2026-02-21 17:35:39
9623,7,103,90.5,202311,2026-02-21 17:35:39
9624,8,104,92.0,202412,2026-02-21 17:35:39
9625,1,101,90.0,202501,2026-02-21 17:35:39
9626,2,102,91.5,202102,2026-02-21 17:35:39
9627,3,103,93.0,202203,2026-02-21 17:35:39
9628,4,104,94.5,202304,2026-02-21 17:35:39
9629,5,101,96.0,202405,2026-02-21 17:35:39
9630,6,102,52.5,202506,2026-02-21 17:35:39
9631,7,103,54.0,202107,2026-02-21 17:35:39
9632,8,104,52.0,202208,2026-02-21 17:35:39
9633,1,101,53.5,202309,2026-02-21 17:35:39
9634,2,102,55.0,202410,2026-02-21 17:35:39
9635,3,103,56.5,202511,2026-02-21 17:35:39
9636,4,104,58.0,202112,2026-02-21 17:35:39
9637,5,101,59.5,202201,2026-02-21 17:35:39
9638,6,102,61.0,202302,2026-02-21 17:35:39
9639,7,103,59.0,202403,2026-02-21 17:35:39
9640,8,104,60.5,202504,2026-02-21 17:35:39
9641,1,101,62.0,202105,2026-02-21 17:35:39
9642,2,102,63.5,202206,2026-02-21 17:35:39
9643,3,103,65.0,202307,2026-02-21 17:35:39
9644,4,104,66.5,202408,2026-02-21 17:35:39
9645,5,101,68.0,202509,2026-02-21 17:35:39
9646,6,102,66.0,202110,2026-02-21 17:35:39
9647,7,103,67.5,202211,2026-02-21 17:35:39
9648,8,104,69.0,202312,2026-02-21 17:35:39
9649,1,101,70.5,202401,2026-02-21 17:35:39
9650,2,102,72.0,202502,2026-02-21 17:35:39
9651,3,103,73.5,202103,2026-02-21 17:35:39
9652,4,104,75.0,202204,2026-02-21 17:35:39
9653,5,101,73.0,202305,2026-02-21 17:35:39
9654,6,102,74.5,202406,2026-02-21 17:35:39
9655,7,103,76.0,202507,2026-02-21 17:35:39
9656,8,104,77.5,202108,2026-02-21 17:35:39
9657,1,101,79.0,202209,2026-02-21 17:35:39
9658,2,102,80.5,202310,2026-02-21 17:35:39
9659,3,103,82.0,202411,2026-02-21 17:35:39
9660,4,104,80.0,202512,2026-02-21 17:35:39
9661,5,101,81.5,202101,2026-02-21 17:35:39
9662,6,102,83.0,202202,2026-02-21 17:35:39
9663,7,103,84.5,202303,2026-02-21 17:35:39
9664,8,104,86.0,202404,2026-02-21 17:35:39
9665,1,101,87.5,202505,2026-02-21 17:35:39
9666,2,102,89.0,202106,2026-02-21 17:35:39
9667,3,103,87.0,202207,2026-02-21 17:35:39
9668,4,104,88.5,202308,2026-02-21 17:35:39
9669,5,101,90.0,202409,2026-02-21 17:35:39
9670,6,102,91.5,202510,2026-02-21 17:35:39
9671,7,103,93.0,202111,2026-02-21 17:35:39
9672,8,104,94.5,202212,2026-02-21 17:35:39
9673,1,101,96.0,202301,2026-02-21 17:35:39
9674,2,102,94.0,202402,2026-02-21 17:35:39
9675,3,103,50.5,202503,2026-02-21 17:35:39
9676,4,104,52.0,202104,2026-02-21 17:35:39
9677,5,101,53.5,202205,2026-02-21 17:35:39
9678,6,102,55.0,202306,2026-02-21 17:35:39
9679,7,103,56.5,202407,2026-02-21 17:35:39
9680,8,104,58.0,202508,2026-02-21 17:35:39
9681,1,101,56.0,202109,2026-02-21 17:35:39
9682,2,102,57.5,202210,2026-02-21 17:35:39
9683,3,103,59.0,202311,2026-02-21 17:35:39
9684,4,104,60.5,202412,2026-02-21 17:35:39
9685,5,101,62.0,202501,2026-02-21 17:35:39
9686,6,102,63.5,202102,2026-02-21 17:35:39
9687,7,103,65.0,202203,2026-02-21 17:35:39
9688,8,104,63.0,202304,2026-02-21 17:35:39
9689,1,101,64.5,202405,2026-02-21 17:35:39
9690,2,102,66.0,202506,2026-02-21 17:35:39
9691,3,103,67.5,202107,2026-02-21 17:35:39
9692,4,104,69.0,202208,2026-02-21 17:35:39
9693,5,101,70.5,202309,2026-02-21 17:35:39
9694,6,102,72.0,202410,2026-02-21 17:35:39
9695,7,103,70.0,202511,2026-02-21 17:35:39
9696,8,104,71.5,202112,2026-02-21 17:35:39
9697,1,101,73.0,202201,2026-02-21 17:35:39
9698,2,102,74.5,202302,2026-02-21 17:35:39
9699,3,103,76.0,202403,2026-02-21 17:35:39
9700,4,104,77.5,202504,2026-02-21 17:35:39
9701,5,101,79.0,202105,2026-02-21 17:35:39
9702,6,102,77.0,202206,2026-02-21 17:35:39
9703,7,103,78.5,202307,2026-02-21 17:35:39
9704,8,104,80.0,202408,2026-02-21 17:35:39
9705,1,101,81.5,202509,2026-02-21 17:35:39
9706,2,102,83.0,202110,2026-02-21 17:35:39
9707,3,103,84.5,202211,2026-02-21 17:35:39
9708,4,104,86.0,202312,2026-02-21 17:35:39
9709,5,101,84.0,202401,2026-02-21 17:35:39
9710,6,102,85.5,202502,2026-02-21 17:35:39
9711,7,103,87.0,202103,2026-02-21 17:35:39
9712,8,104,88.5,202204,2026-02-21 17:35:39
9713,1,101,90.0,202305,2026-02-21 17:35:39
9714,2,102,91.5,202406,2026-02-21 17:35:39
9715,3,103,93.0,202507,2026-02-21 17:35:39
9716,4,104,91.0,202108,2026-02-21 17:35:39
9717,5,101,92.5,202209,2026-02-21 17:35:39
9718,6,102,94.0,202310,2026-02-21 17:35:39
9719,7,103,95.5,202411,2026-02-21 17:35:39
9720,8,104,52.0,202512,2026-02-21 17:35:39
9721,1,101,53.5,202101,2026-02-21 17:35:39
9722,2,102,55.0,202202,2026-02-21 17:35:39
9723,3,103,53.0,202303,2026-02-21 17:35:39
9724,4,104,54.5,202404,2026-02-21 17:35:39
9725,5,101,56.0,202505,2026-02-21 17:35:39
9726,6,102,57.5,202106,2026-02-21 17:35:39
9727,7,103,59.0,202207,2026-02-21 17:35:39
9728,8,104,60.5,202308,2026-02-21 17:35:39
9729,1,101,62.0,202409,2026-02-21 17:35:39
9730,2,102,60.0,202510,2026-02-21 17:35:39
9731,3,103,61.5,202111,2026-02-21 17:35:39
9732,4,104,63.0,202212,2026-02-21 17:35:39
9733,5,101,64.5,202301,2026-02-21 17:35:39
9734,6,102,66.0,202402,2026-02-21 17:35:39
9735,7,103,67.5,202503,2026-02-21 17:35:39
9736,8,104,69.0,202104,2026-02-21 17:35:39
9737,1,101,67.0,202205,2026-02-21 17:35:39
9738,2,102,68.5,202306,2026-02-21 17:35:39
9739,3,103,70.0,202407,2026-02-21 17:35:39
9740,4,104,71.5,202508,2026-02-21 17:35:39
9741,5,101,73.0,202109,2026-02-21 17:35:39
9742,6,102,74.5,202210,2026-02-21 17:35:39
9743,7,103,76.0,202311,2026-02-21 17:35:39
9744,8,104,74.0,202412,2026-02-21 17:35:39
9745,1,101,75.5,202501,2026-02-21 17:35:39
